"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date","name","email","phone.number","credit_card"
"City Hotel",0,1,2016,"July",31,27,0,2,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit",NA,40,0,"Transient-Party",65,0,0,"Check-Out","2016-07-29","Alicia Carter","AliciaCarter@yandex.com","559-883-9062","************6736"
"Resort Hotel",0,241,2017,"March",12,21,2,5,1,0,0,"BB","GBR","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",273,NA,0,"Transient-Party",30.8,0,0,"Check-Out","2017-03-28","Christine Bailey","Bailey_Christine@hotmail.com","195-095-8256","************3705"
"Resort Hotel",0,4,2015,"October",44,30,2,6,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit",241,NA,0,"Transient",49.74,0,0,"Check-Out","2015-11-07","Ms. Kimberly Garcia DDS","DDS.Ms.@verizon.com","657-113-0363","************2586"
"Resort Hotel",0,186,2017,"July",30,29,2,5,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",240,NA,0,"Transient",168.93,1,1,"Check-Out","2017-08-05","Christine Reynolds","ChristineReynolds23@aol.com","852-019-1635","************2900"
"City Hotel",0,1,2016,"June",23,2,0,2,2,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",1,"No Deposit",NA,174,0,"Transient-Party",110,0,1,"Check-Out","2016-06-04","Ashley Sanchez","Ashley_S@protonmail.com","497-393-8449","************8545"
"Resort Hotel",0,31,2016,"December",53,30,0,2,2,0,0,"HB","PRT","Groups","Direct",0,0,0,"D","D",0,"No Deposit",NA,NA,0,"Transient-Party",325,0,1,"Check-Out","2017-01-01","Katie Ramos","Katie.Ramos70@att.com","383-701-1432","************2870"
"City Hotel",0,143,2017,"June",25,21,0,3,2,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",108,0,0,"Check-Out","2017-06-24","Alan Brown","Alan_B@att.com","104-773-9174","************3807"
"City Hotel",0,0,2016,"September",40,27,0,1,2,0,0,"SC","USA","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit",152,NA,0,"Transient",100.37,0,0,"Check-Out","2016-09-28","Ronald Foster","RFoster95@verizon.com","574-778-5834","************3516"
"City Hotel",1,116,2016,"February",10,28,2,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit",134,NA,0,"Transient-Party",60,0,0,"No-Show","2016-02-28","Brandon Love","Brandon.L71@protonmail.com","590-494-1206","************2286"
"City Hotel",0,58,2017,"June",25,21,0,4,2,0,0,"SC","NLD","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",135,0,1,"Check-Out","2017-06-25","Sierra Warner","Warner.Sierra99@verizon.com","325-662-9552","************8901"
"City Hotel",0,5,2016,"April",16,12,0,3,3,0,0,"BB","CHE","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",9,NA,0,"Transient",157,0,2,"Check-Out","2016-04-15","Margaret Ayala","MargaretAyala@xfinity.com","193-733-3291","************2287"
"City Hotel",0,35,2017,"March",12,25,2,2,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",96.05,0,2,"Check-Out","2017-03-29","Amber Harris","AmberHarris@comcast.net","583-922-3342","************7246"
"Resort Hotel",0,2,2017,"January",1,7,1,1,1,0,0,"BB","PRT","Direct","Direct",1,0,1,"A","D",0,"No Deposit",250,NA,0,"Group",39,0,1,"Check-Out","2017-01-09","Michael Aguilar","MAguilar@outlook.com","747-767-1988","************4591"
"City Hotel",1,54,2016,"June",23,4,0,1,2,0,0,"BB","KOR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",9,NA,0,"Transient",159.3,0,0,"Canceled","2016-04-11","Vanessa Baker","Vanessa_B@outlook.com","840-613-9722","************5179"
"City Hotel",0,171,2017,"August",34,23,0,1,3,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",9,NA,0,"Transient",175.5,0,0,"Check-Out","2017-08-24","Cameron Williams","CameronWilliams@zoho.com","325-323-8757","************9643"
"Resort Hotel",0,26,2017,"February",7,18,2,3,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",40,NA,0,"Transient",35.72,0,0,"Check-Out","2017-02-23","Emily Wood","Emily.W@comcast.net","781-320-0324","************5214"
"City Hotel",0,118,2016,"July",27,1,2,5,2,0,0,"BB","DNK","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient-Party",107.95,0,1,"Check-Out","2016-07-08","Raymond Randolph","Raymond.R@verizon.com","341-583-6048","************4728"
"City Hotel",1,138,2016,"July",29,11,1,4,2,2,0,"BB","ITA","Online TA","TA/TO",0,0,0,"F","F",2,"No Deposit",9,NA,0,"Transient",169.15,0,0,"Canceled","2016-02-28","Randy Meyer","Randy_M@protonmail.com","838-200-6469","************4901"
"City Hotel",1,20,2017,"May",21,24,0,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",87,NA,0,"Transient-Party",120,0,0,"Canceled","2017-05-16","Brittany Davis","Brittany_D69@outlook.com","611-708-4407","************1351"
"City Hotel",0,102,2017,"April",17,24,1,3,2,0,0,"BB","IRL","Groups","TA/TO",0,0,0,"A","C",0,"No Deposit",NA,424,0,"Transient-Party",100,0,0,"Check-Out","2017-04-28","John Walsh","JWalsh@zoho.com","173-861-2444","************4197"
"Resort Hotel",0,204,2017,"June",24,13,0,3,2,0,0,"HB","DEU","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",240,NA,0,"Transient",167,1,2,"Check-Out","2017-06-16","Ashley Johnson","Ashley_J22@att.com","759-843-7045","************6122"
"City Hotel",0,15,2016,"May",22,25,0,1,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","B",0,"No Deposit",9,NA,0,"Transient",111,0,0,"Check-Out","2016-05-26","Tyler Case","Tyler_Case@yahoo.com","535-014-7577","************4575"
"City Hotel",0,12,2017,"May",20,15,1,3,2,1,0,"BB","DZA","Online TA","TA/TO",0,0,0,"D","D",1,"No Deposit",9,NA,0,"Transient",170,0,3,"Check-Out","2017-05-19","Ruth Gutierrez","Ruth.Gutierrez@att.com","322-745-2487","************9345"
"City Hotel",1,45,2016,"March",11,8,0,1,2,0,0,"SC","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",67.5,0,0,"Canceled","2016-01-24","Casey Hill","Hill.Casey@hotmail.com","385-739-5120","************2558"
"City Hotel",1,350,2016,"June",25,17,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",29,NA,0,"Transient",140,0,0,"Canceled","2015-08-11","Mark Beard","MBeard@att.com","556-880-4245","************9879"
"City Hotel",0,24,2016,"August",34,14,2,3,2,1,1,"HB","ESP","Direct","Direct",0,0,0,"E","E",0,"No Deposit",14,NA,0,"Transient",242,1,3,"Check-Out","2016-08-19","Patricia Cardenas","Patricia_C@zoho.com","510-091-0804","************4392"
"Resort Hotel",1,7,2015,"September",39,25,0,1,3,0,0,"BB","PRT","Direct","Direct",0,0,0,"C","G",0,"No Deposit",NA,NA,0,"Transient",129,0,0,"Canceled","2015-09-23","Matthew Perez","Matthew.Perez@aol.com","271-808-3478","************5562"
"City Hotel",0,42,2016,"August",35,22,1,2,2,2,0,"BB","ESP","Direct","Direct",0,0,0,"E","E",0,"No Deposit",14,NA,0,"Transient",192.3,1,2,"Check-Out","2016-08-25","Christopher Anderson","Anderson.Christopher40@comcast.net","170-075-1329","************6477"
"City Hotel",1,56,2016,"May",21,21,2,1,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",126.9,0,0,"Canceled","2016-04-22","Jesus Duran","Jesus_Duran22@protonmail.com","682-746-4488","************3807"
"City Hotel",0,0,2016,"June",27,27,1,0,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",86,NA,0,"Transient",106.4,0,0,"Check-Out","2016-06-28","Paige Wagner","PWagner51@aol.com","443-593-3745","************5656"
"City Hotel",1,386,2016,"July",31,28,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",1,NA,0,"Transient",62,0,0,"Canceled","2015-10-21","Whitney White","WhitneyWhite28@mail.com","940-355-0998","************4941"
"City Hotel",1,420,2017,"May",20,20,2,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",229,NA,0,"Transient",90,0,0,"Canceled","2017-03-02","Mitchell Cross","Mitchell.Cross@hotmail.com","473-101-4929","************7162"
"City Hotel",0,0,2017,"March",10,10,0,1,2,0,0,"FB","PRT","Complementary","Direct",0,0,0,"A","A",1,"No Deposit",NA,NA,0,"Transient",0,0,1,"Check-Out","2017-03-11","Rachel Frederick","RachelFrederick20@gmail.com","543-843-1041","************4168"
"City Hotel",0,12,2017,"May",19,9,0,4,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",9,NA,0,"Transient",187.5,0,1,"Check-Out","2017-05-13","Christopher David","David.Christopher@zoho.com","191-229-3396","************8713"
"City Hotel",0,1,2016,"March",13,26,0,1,2,0,0,"SC","PRT","Direct","Direct",1,0,1,"A","A",0,"No Deposit",NA,NA,0,"Group",139,0,1,"Check-Out","2016-03-27","Miss Danielle Fuller","Fuller_Miss@att.com","914-631-5951","************3142"
"City Hotel",1,364,2015,"October",42,16,0,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund",6,NA,0,"Transient-Party",101.5,0,0,"Canceled","2015-07-06","Diane Thomas","DianeThomas@outlook.com","735-097-7326","************4787"
"Resort Hotel",1,79,2017,"February",8,19,2,3,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",240,NA,0,"Transient",37,0,0,"Canceled","2016-12-02","Cheryl Gallagher","CherylGallagher@gmail.com","666-350-4669","************6647"
"City Hotel",0,4,2017,"January",2,10,0,2,1,0,0,"BB","ESP","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",NA,405,0,"Transient-Party",70,0,0,"Check-Out","2017-01-12","Barry Townsend","Barry_Townsend@aol.com","379-671-4938","************7490"
"City Hotel",1,55,2017,"May",22,31,0,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund",NA,NA,0,"Transient",135,0,0,"Canceled","2017-04-06","Daniel Cantrell","DanielCantrell@yandex.com","355-673-6423","************8485"
"Resort Hotel",0,110,2016,"November",46,11,0,1,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit",314,NA,0,"Transient",30.24,0,0,"Check-Out","2016-11-12","Angelica Hardy","Hardy_Angelica@verizon.com","569-640-4728","************6760"
"City Hotel",1,102,2015,"October",42,16,0,2,1,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund",6,NA,0,"Transient-Party",80,0,0,"Canceled","2015-07-06","Isabel Charles","Charles_Isabel@aol.com","441-718-2638","************7989"
"City Hotel",0,100,2015,"December",50,12,2,1,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Contract",72.25,0,2,"Check-Out","2015-12-15","Kenneth Golden","Kenneth.Golden@att.com","850-401-7304","************4918"
"Resort Hotel",0,235,2017,"July",27,3,4,10,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",243,NA,0,"Contract",106.85,0,0,"Check-Out","2017-07-17","Tracy Solomon","Tracy_S@gmail.com","747-733-1763","************6193"
"City Hotel",0,0,2017,"January",2,9,1,3,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit",9,NA,0,"Transient",82.99,0,0,"Check-Out","2017-01-13","Frances James","Frances.J@zoho.com","511-133-1544","************3385"
"Resort Hotel",1,2,2017,"May",21,24,0,1,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",8,NA,0,"Group",42,0,0,"No-Show","2017-05-24","Dennis Herrera","DennisHerrera@hotmail.com","981-005-4133","************8835"
"City Hotel",0,5,2015,"October",43,19,1,2,2,0,0,"BB","POL","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",112,NA,0,"Transient-Party",90,0,0,"Check-Out","2015-10-22","Chad Jackson","Chad.Jackson@protonmail.com","318-873-9300","************5079"
"City Hotel",1,156,2017,"April",17,26,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",37,NA,0,"Transient",100,0,0,"Canceled","2016-11-21","Beth Mcfarland","Beth.M73@yandex.com","122-185-3542","************3612"
"City Hotel",0,6,2017,"March",9,2,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","K",0,"No Deposit",9,NA,0,"Transient",108,0,1,"Check-Out","2017-03-03","Tabitha Johnson","Tabitha.J@xfinity.com","806-276-3366","************6557"
"Resort Hotel",0,1,2016,"February",8,18,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,2,"A","D",0,"No Deposit",NA,NA,0,"Transient",40,0,0,"Check-Out","2016-02-19","Jacqueline Edwards","JacquelineEdwards@xfinity.com","743-357-1304","************7688"
"City Hotel",1,69,2017,"April",14,6,0,3,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"Non Refund",NA,197,0,"Transient",85,0,0,"Canceled","2017-01-27","James Zimmerman","JamesZimmerman@verizon.com","711-369-6522","************2948"
"City Hotel",0,3,2015,"September",38,19,2,1,2,0,0,"BB","USA","Corporate","Corporate",0,0,0,"A","D",1,"No Deposit",81,NA,0,"Transient",120,0,0,"Check-Out","2015-09-22","Joshua Finley","Finley.Joshua@aol.com","259-212-5477","************6857"
"City Hotel",1,341,2015,"September",39,23,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund",1,NA,0,"Transient-Party",62,0,0,"Canceled","2015-07-02","Donna Lewis","Lewis.Donna@xfinity.com","214-177-4468","************4355"
"City Hotel",0,168,2015,"September",37,11,0,2,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",1,"No Deposit",1,NA,0,"Transient-Party",50,0,0,"Check-Out","2015-09-13","Christian Wood","Christian.W@hotmail.com","412-981-6518","************2504"
"Resort Hotel",0,289,2015,"November",47,20,1,2,2,0,0,"HB","GBR","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",134,NA,0,"Transient-Party",57,0,0,"Check-Out","2015-11-23","Gerald Blackburn","Gerald_B19@yandex.com","882-451-4283","************9564"
"City Hotel",1,188,2016,"June",25,15,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund",119,NA,39,"Transient",130,0,0,"Canceled","2016-01-18","Thomas Stewart","Stewart.Thomas@gmail.com","625-830-5822","************5061"
"City Hotel",0,4,2016,"September",38,15,0,1,1,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",159,0,2,"Check-Out","2016-09-16","Patrick Lyons","PatrickLyons@verizon.com","419-801-2752","************6129"
"City Hotel",0,183,2016,"September",37,8,0,3,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",44,NA,0,"Transient-Party",110,0,1,"Check-Out","2016-09-11","Antonio Scott","AScott@hotmail.com","279-174-7123","************4756"
"Resort Hotel",1,55,2015,"September",40,30,0,3,1,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",256,NA,0,"Transient-Party",67.5,0,0,"Canceled","2015-09-28","Taylor Hall","Taylor_Hall45@aol.com","656-012-8788","************2932"
"Resort Hotel",0,261,2016,"October",41,6,0,2,2,0,0,"HB","DEU","Groups","TA/TO",0,0,0,"D","D",0,"No Deposit",251,NA,0,"Transient-Party",87,0,0,"Check-Out","2016-10-08","Justin Johnson","Justin.Johnson@xfinity.com","727-391-9050","************2788"
"City Hotel",1,30,2016,"May",21,15,2,2,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",126.9,0,1,"Canceled","2016-05-10","Jason Andrade","Andrade.Jason@protonmail.com","582-513-2004","************9785"
"City Hotel",0,151,2017,"January",3,16,1,0,2,0,0,"BB","AUS","Direct","Direct",0,0,0,"A","A",3,"No Deposit",14,NA,0,"Transient",67.15,0,0,"Check-Out","2017-01-17","James Francis","Francis.James@protonmail.com","423-924-7115","************1799"
"Resort Hotel",1,301,2017,"August",32,11,1,2,1,0,0,"HB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",240,NA,0,"Transient",185.4,0,2,"Canceled","2017-02-04","Mikayla Rogers","Rogers_Mikayla@xfinity.com","903-112-8000","************5264"
"City Hotel",0,121,2017,"April",14,7,1,2,2,0,0,"BB","GBR","Direct","Direct",0,0,0,"A","A",0,"No Deposit",14,NA,0,"Transient",99,0,1,"Check-Out","2017-04-10","Samantha Stevenson","Stevenson.Samantha@yahoo.com","937-669-2186","************9688"
"City Hotel",0,69,2015,"September",37,9,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",1,NA,0,"Transient-Party",62,0,0,"Check-Out","2015-09-11","Eric Alexander","EAlexander@verizon.com","990-816-8783","************7990"
"City Hotel",1,12,2017,"June",23,5,1,0,1,0,0,"SC","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",120,0,1,"No-Show","2017-06-05","Michael Conner","Michael_Conner@comcast.net","629-875-6275","************9317"
"City Hotel",0,4,2015,"September",39,22,0,3,2,0,0,"BB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",13,NA,0,"Contract",116,0,1,"Check-Out","2015-09-25","Jordan Page","JPage@gmail.com","548-149-2083","************8784"
"City Hotel",1,443,2016,"April",18,29,0,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund",3,NA,0,"Transient",65,0,0,"Canceled","2016-01-19","Victoria Love","Victoria.Love@att.com","530-200-2008","************9009"
"City Hotel",0,9,2017,"May",19,12,1,2,1,0,0,"SC","USA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",160,0,1,"Check-Out","2017-05-15","Diane Garcia","Diane.G@yahoo.com","333-717-4145","************5918"
"City Hotel",0,2,2017,"April",15,9,2,3,2,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",7,NA,0,"Transient",115.52,0,1,"Check-Out","2017-04-14","Samantha Pruitt","Pruitt_Samantha40@zoho.com","610-958-8401","************5807"
"Resort Hotel",0,3,2016,"May",21,16,1,0,2,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",1,"No Deposit",NA,323,0,"Transient",50,0,0,"Check-Out","2016-05-17","Andrea Norris","Andrea.N76@yandex.com","443-824-4609","************9383"
"City Hotel",1,61,2016,"December",49,2,1,2,2,1,0,"BB","NLD","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",109.8,0,1,"Canceled","2016-10-12","Eric Cummings","EricCummings@aol.com","106-719-2226","************1798"
"City Hotel",1,262,2015,"July",28,6,1,1,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"No Deposit",1,NA,0,"Contract",62,0,0,"Canceled","2015-01-01","Nancy Wilson","Wilson.Nancy62@zoho.com","749-392-1992","************5878"
"City Hotel",1,130,2017,"August",33,13,2,5,2,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",125,0,2,"Canceled","2017-08-12","Daniel Lucas","DanielLucas@zoho.com","549-955-0938","************2101"
"City Hotel",1,99,2017,"April",14,8,2,1,3,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",9,NA,0,"Transient",166.5,0,0,"Canceled","2017-01-05","Jose Haynes","Jose_Haynes11@gmail.com","777-418-3558","************9247"
"Resort Hotel",0,257,2017,"May",19,9,0,4,2,0,0,"HB","GBR","Groups","Direct",0,0,0,"E","E",0,"No Deposit",NA,NA,0,"Transient-Party",101,0,0,"Check-Out","2017-05-13","Matthew Hobbs","Matthew_Hobbs77@gmail.com","127-357-1911","************9509"
"Resort Hotel",0,322,2016,"June",26,22,0,3,2,0,0,"HB","POL","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NA,NA,75,"Transient-Party",92,0,0,"Check-Out","2016-06-25","Michele Williams","MWilliams@mail.com","805-860-8822","************7391"
"City Hotel",1,74,2017,"January",1,7,2,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",1,"No Deposit",330,NA,0,"Transient-Party",67,0,0,"Canceled","2016-12-16","Scott Lewis","Scott.Lewis@hotmail.com","570-349-5477","************3703"
"City Hotel",0,160,2017,"February",6,5,2,3,2,0,0,"BB","SRB","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",132,NA,0,"Transient",68,0,1,"Check-Out","2017-02-10","Hector Christensen","Hector_C@yahoo.com","343-150-0852","************1482"
"City Hotel",0,32,2017,"August",33,18,0,2,2,0,0,"BB","AUT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",180,0,1,"Check-Out","2017-08-20","Marc Robinson","Robinson.Marc@att.com","796-329-0704","************9854"
"City Hotel",0,183,2016,"September",37,8,0,3,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",44,NA,0,"Transient-Party",110,0,1,"Check-Out","2016-09-11","Molly Hernandez","Molly_H@hotmail.com","174-414-6481","************2455"
"City Hotel",1,58,2016,"January",5,27,0,3,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",3,"No Deposit",87,NA,0,"Transient-Party",80.67,0,1,"Canceled","2016-01-26","Karen Allen","Allen_Karen@xfinity.com","824-343-5472","************5344"
"City Hotel",0,39,2015,"August",33,14,0,2,2,0,0,"HB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit",6,NA,0,"Transient-Party",109,0,0,"Check-Out","2015-08-16","Ralph Hayes","Ralph.Hayes@protonmail.com","829-019-2159","************9195"
"City Hotel",0,110,2017,"August",32,6,2,5,3,0,0,"BB","AUT","Direct","Direct",0,0,0,"D","D",1,"No Deposit",14,NA,0,"Transient",190,0,2,"Check-Out","2017-08-13","Ronald Duncan","Duncan.Ronald@yahoo.com","897-438-3090","************7875"
"Resort Hotel",1,201,2016,"July",31,28,2,3,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",240,NA,0,"Transient",126,0,1,"Canceled","2016-01-28","Stephanie Lee","StephanieLee@mail.com","643-704-9995","************4948"
"City Hotel",1,58,2016,"April",18,28,0,3,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",120,0,0,"Canceled","2016-03-05","Mr. Adam Jones MD","Mr._M@comcast.net","151-742-2063","************3503"
"Resort Hotel",0,32,2016,"November",47,18,0,0,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","I",0,"No Deposit",26,NA,0,"Transient",0,0,0,"Check-Out","2016-11-18","Kathy White","KathyWhite@att.com","689-387-9025","************3877"
"City Hotel",0,159,2016,"April",15,9,1,1,1,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit",3,NA,0,"Transient-Party",65,0,0,"Check-Out","2016-04-11","James Campbell","James_Campbell39@comcast.net","446-199-7729","************8502"
"Resort Hotel",0,80,2016,"April",15,7,0,3,2,0,0,"Undefined","ESP","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",67,NA,0,"Transient-Party",68,0,0,"Check-Out","2016-04-10","Joseph Smith","JSmith@xfinity.com","401-873-7660","************3022"
"Resort Hotel",0,0,2015,"November",48,27,0,1,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",240,NA,0,"Transient",48,0,0,"Check-Out","2015-11-28","Emily David","David_Emily65@gmail.com","557-459-9392","************5434"
"City Hotel",1,335,2015,"September",38,17,0,1,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund",5,NA,0,"Transient",75,0,0,"Canceled","2015-05-14","Kimberly Mueller DDS","Kimberly.D@verizon.com","773-056-3678","************7925"
